DEPARTAMENTO_CIRC;SECCIONAL - CIRCUNSCRICAO;MUNICIPIO - CIRCUNSCRICAO;DP - CIRCUNSCRICAO ;HD;Nº DE VÍT HD;ID_DELEGACIA;mês;ANO ESTATISTICA;DATAHORA_REGISTRO_BO;NUM_BO;ANO_BO;CIDADE;DP_ELABORACAO;SEC_ELABORACAO;DEP_ELABORACAO;DATA_FATO;HORA_FATO;DESC_TIPOLOCAL;LOGRADOURO;NUMERO_LOGRADOURO;LATITUDE;LONGITUDE;TIPO_PESSOA;SEXO_PESSOA;IDADE_PESSOA;DATA_NASCIMENTO_PESSOA;COR_PELE;PROFISSAO;NATUREZA_APURADA
DECAP;1ª SEC;São Paulo;002 DP - Bom Retiro;1;1;10102;1;2017;21/01/2017;440;2017;S.PAULO;02º D.P. BOM RETIRO;DEL.SEC.1º CENTRO;DECAP;21/01/2017;17:15:00;Via pública;PRAÇA DA LUZ;1;-23,53513477;-46,63377912;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO
DECAP;1ª SEC;São Paulo;012 DP - Pari;1;1;10108;1;2017;24/01/2017;489;2017;S.PAULO;08º D.P. BRAS;DEL.SEC.1º CENTRO;DECAP;24/01/2017;16:32:00;Via pública;RUA JOAQUIM CARLOS;1379;-23,52474199;-46,60838216;Vítima;Masculino;NULL;NULL;Preta;NULL;HOMICÍDIO DOLOSO
DECAP;2ª SEC;São Paulo;035 DP - Jabaquara;1;1;10216;1;2017;15/01/2017;470;2017;S.PAULO;16º D.P. VILA CLEMENTINO;DEL.SEC.2º SUL;DECAP;15/01/2017;01:14:00;Via pública;TRAVESSA JUPATIS;110;-23,65297403;-46,64902542;Vítima;Masculino;33;05/09/1983;Parda;DESEMPREGADO;HOMICÍDIO DOLOSO
DECAP;3ª SEC;São Paulo;046 DP - Perus;1;1;10333;1;2017;01/01/2017;5;2017;S.PAULO;33º D.P. PIRITUBA;DEL.SEC.3º OESTE;DECAP;01/01/2017;04:30:00;Via pública;RUA JOÃO DE BARRO;38;-23,42659925;-46,75287723;Vítima;Masculino;28;05/04/1988;Preta;CONFERENTE;HOMICÍDIO DOLOSO
DECAP;3ª SEC;São Paulo;046 DP - Perus;1;1;10346;1;2017;05/01/2017;67;2017;S.PAULO;46º D.P. PERUS;DEL.SEC.3º OESTE;DECAP;05/01/2017;10:40:00;Rodovia/Estrada;RODOVIA SP 348;27;-23,40666907;-46,76752589;Vítima;Masculino;20;25/03/1996;Preta;DESEMPREGADO;HOMICÍDIO DOLOSO
DECAP;3ª SEC;São Paulo;046 DP - Perus;1;1;10333;1;2017;31/01/2017;698;2017;S.PAULO;33º D.P. PIRITUBA;DEL.SEC.3º OESTE;DECAP;31/01/2017;21:10:00;Via pública;RUA BEIJA FLOR;65;-23,41420823;-46,7505133;Vítima;Masculino;51;04/09/1965;Branca;NULL;HOMICÍDIO DOLOSO
DECAP;3ª SEC;São Paulo;089 DP - Portal do Morumbi;1;1;10356;1;2017;08/01/2017;175;2017;S.PAULO;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;DECAP;08/01/2017;18:20:00;Via pública;AVENIDA HEBE CAMARGO;300;-23,62228981;-46,72673383;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO
DECAP;3ª SEC;São Paulo;091 DP - Ceagesp;;1;10357;1;2017;14/01/2017;238;2017;S.PAULO;91º D.P. CEASA;DEL.SEC.3º OESTE;DECAP;14/01/2017;05:19:00;Comércio e serviços;AVENIDA DOUTOR GASTAO VIDIGAL;1946;-23,52909924;-46,73902687;Vítima;Masculino;29;13/01/1988;Parda;FEIRANTE;HOMICÍDIO DOLOSO
DECAP;3ª SEC;São Paulo;091 DP - Ceagesp;1;1;10357;1;2017;14/01/2017;238;2017;S.PAULO;91º D.P. CEASA;DEL.SEC.3º OESTE;DECAP;14/01/2017;05:19:00;Comércio e serviços;AVENIDA DOUTOR GASTAO VIDIGAL;1946;-23,52909924;-46,73902687;Vítima;Masculino;32;07/11/1984;Parda;NULL;HOMICÍDIO DOLOSO
DECAP;4ª SEC;São Paulo;009 DP - Carandiru;1;1;20120;1;2017;17/01/2017;558;2017;S.PAULO;20º D.P. AGUA FRIA;DEL.SEC.4º NORTE;DECAP;16/01/2017;23:50:00;Entidade assistencial;AVENIDA ZAKI NARCHI;600;-23,5112668;-46,62143972;Vítima;Masculino;36;22/04/1980;Parda;DESEMPREGADO;HOMICÍDIO DOLOSO
DECAP;4ª SEC;São Paulo;040 DP - Vila Santa Maria;1;1;20113;1;2017;21/01/2017;595;2017;S.PAULO;13º D.P. CASA VERDE;DEL.SEC.4º NORTE;DECAP;21/01/2017;01:29:00;Via pública;RUA BERNARDO WRONA;10;-23,50979295;-46,67507373;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO
DECAP;4ª SEC;São Paulo;045 DP - Vila Brasilândia;1;1;10335;1;2017;01/01/2017;8;2017;S.PAULO;72º D.P. VILA PENTEADO;DEL.SEC.4º NORTE;DECAP;01/01/2017;06:00:00;Via pública;RUA TABATINGA;322;-23,46374009;-46,69174517;Vítima;Masculino;30;28/11/1986;Branca;NULL;HOMICÍDIO DOLOSO
DECAP;4ª SEC;São Paulo;045 DP - Vila Brasilândia;1;1;20145;1;2017;03/01/2017;15;2017;S.PAULO;45º D.P. V BRASILANDIA;DEL.SEC.4º NORTE;DECAP;03/01/2017;15:20:00;Comércio e serviços;RUA JOAQUIM FERREIRA DA ROCHA;496;-23,46883156;-46,68931994;Vítima;Masculino;40;19/11/1976;Branca;COMERCIANTE;HOMICÍDIO DOLOSO
DECAP;4ª SEC;São Paulo;045 DP - Vila Brasilândia;1;1;10335;1;2017;20/01/2017;502;2017;S.PAULO;72º D.P. VILA PENTEADO;DEL.SEC.4º NORTE;DECAP;19/01/2017;23:11:00;Via pública;RUA NICIA COUTINHO PATRICIO;59;-23,46622579;-46,68241276;Vítima;Masculino;33;03/06/1983;Parda;PEDREIRO;HOMICÍDIO DOLOSO
DECAP;4ª SEC;São Paulo;072 DP - Vila Penteado;1;1;10335;1;2017;03/01/2017;67;2017;S.PAULO;72º D.P. VILA PENTEADO;DEL.SEC.4º NORTE;DECAP;02/01/2017;23:30:00;Via pública;PASSAGEM SALVADOR;142;-23,4589414;-46,68738017;Vítima;Masculino;19;30/08/1997;Parda;AJUDANTE;HOMICÍDIO DOLOSO
DECAP;4ª SEC;São Paulo;073 DP - Jaçanã;1;1;10336;1;2017;14/01/2017;489;2017;S.PAULO;73º D.P. JACANA;DEL.SEC.4º NORTE;DECAP;14/01/2017;08:00:00;Rodovia/Estrada;RODOVIA BR 381;79;-23,40848381;-46,58071726;Vítima;Masculino;20;15/03/1996;Parda;NULL;HOMICÍDIO DOLOSO
DECAP;4ª SEC;São Paulo;074 DP - Jaraguá;1;1;10335;1;2017;01/01/2017;14;2017;S.PAULO;72º D.P. VILA PENTEADO;DEL.SEC.4º NORTE;DECAP;01/01/2017;11:45:00;Via pública;ESTRADA DO CORREDOR;805;-23,44608997;-46,72814837;Vítima;Masculino;15;19/07/2001;Parda;NULL;HOMICÍDIO DOLOSO
DECAP;4ª SEC;São Paulo;074 DP - Jaraguá;1;1;200100;1;2017;26/01/2017;71;2017;S.PAULO;DHPP DIV. HOMICIDIOS;DHPP - DEP. HOM. PROTECAO PESSOA;DHPP;25/01/2017;21:17:00;Area não ocupada;RUA DA MINA;1;-23,45313609;-46,70610069;Vítima;Feminino;25;23/12/1991;Parda;NULL;HOMICÍDIO DOLOSO
DECAP;4ª SEC;São Paulo;090 DP - Parque Novo Mundo;1;1;10336;1;2017;12/01/2017;415;2017;S.PAULO;73º D.P. JACANA;DEL.SEC.4º NORTE;DECAP;11/01/2017;23:44:00;Via pública;RUA MARABU;236;-23,49383671;-46,57394886;Vítima;Masculino;38;19/09/1978;Branca;SERVENTE;HOMICÍDIO DOLOSO
DECAP;4ª SEC;São Paulo;090 DP - Parque Novo Mundo;1;1;10336;1;2017;21/01/2017;712;2017;S.PAULO;73º D.P. JACANA;DEL.SEC.4º NORTE;DECAP;21/01/2017;07:26:00;Via pública;AVENIDA EDUCADOR PAULO FREIRE;1555;-23,50907029;-46,5590782;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO
DECAP;5ª SEC;São Paulo;010 DP - Penha de França;1;1;20210;1;2017;18/01/2017;469;2017;S.PAULO;10º D.P. PENHA DE FRANCA;DEL.SEC.5º LESTE;DECAP;18/01/2017;19:00:00;Via pública;RODOVIA SP 070;18000;-23,52038032;-46,55645974;Vítima;Feminino;19;08/06/1997;Parda;ATENDENTE DE LANCHANOTE;HOMICÍDIO DOLOSO
DECAP;5ª SEC;São Paulo;057 DP - Parque da Moóca;1;1;10310;1;2017;07/01/2017;114;2017;S.PAULO;56º D.P. VILA ALPINA;DEL.SEC.5º LESTE;DECAP;06/01/2017;22:56:00;Via pública;RUA GUAPEVA;242;-23,55299656;-46,57737741;Vítima;Masculino;50;NULL;Branca;NULL;HOMICÍDIO DOLOSO
DECAP;6ª SEC;São Paulo;011 DP - Santo Amaro;1;1;10211;1;2017;28/01/2017;1036;2017;S.PAULO;11º D.P. SANTO AMARO;DEL.SEC.6º SANTO AMARO;DECAP;28/01/2017;05:00:00;Via pública;RUA ADA NEGRI;600;-23,64829049;-46,71528442;Vítima;Masculino;24;27/04/1992;Branca;NULL;HOMICÍDIO DOLOSO
DECAP;6ª SEC;São Paulo;025 DP - Parelheiros;1;1;200100;1;2017;15/01/2017;36;2017;S.PAULO;DHPP DIV. HOMICIDIOS;DHPP - DEP. HOM. PROTECAO PESSOA;DHPP;14/01/2017;21:10:00;Via pública;TRAVESSA CHUPIM;12;-23,77925248;-46,69738819;Vítima;Masculino;NULL;NULL;Branca;NULL;HOMICÍDIO DOLOSO
DECAP;6ª SEC;São Paulo;025 DP - Parelheiros;1;1;10225;1;2017;10/01/2017;147;2017;S.PAULO;25º D.P. PARELHEIROS;DEL.SEC.6º SANTO AMARO;DECAP;10/01/2017;17:45:00;Via pública;RUA ESTALIDES;2000;-23,82775614;-46,74503631;Vítima;Indefinido;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO
DECAP;6ª SEC;São Paulo;025 DP - Parelheiros;1;1;10374;1;2017;14/01/2017;442;2017;S.PAULO;101º D.P. JDIM IMBUIAS;DEL.SEC.6º SANTO AMARO;DECAP;14/01/2017;17:00:00;Via pública;RUA ANDRE PERNET;33;-23,82144703;-46,72784915;Vítima;Masculino;21;28/05/1995;Parda;PINTOR(A);HOMICÍDIO DOLOSO
DECAP;6ª SEC;São Paulo;047 DP - Capão Redondo;1;1;10247;1;2017;02/01/2017;27;2017;S.PAULO;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;DECAP;01/01/2017;22:00:00;Via pública;RUA ACOMAYO;40;-23,68157974;-46,79243531;Vítima;Masculino;23;11/01/1993;Branca;NULL;HOMICÍDIO DOLOSO
DECAP;6ª SEC;São Paulo;047 DP - Capão Redondo;1;1;10247;1;2017;16/01/2017;571;2017;S.PAULO;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;DECAP;15/01/2017;22:58:00;Via pública;RUA MARIA GOMES DA SILVA;100;-23,65614606;-46,77739934;Vítima;Masculino;25;10/02/1991;Parda;ENTREGADOR DE PIZZA;HOMICÍDIO DOLOSO
DECAP;6ª SEC;São Paulo;085 DP - Jardim Mirna;1;1;10349;1;2017;02/01/2017;12;2017;S.PAULO;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;DECAP;02/01/2017;12:08:00;Area não ocupada;RUA DOMINGOS DA COSTA FIGUEIRA;23;-23,76989765;-46,69766602;Vítima;Indefinido;NULL;NULL;Branca;NULL;HOMICÍDIO DOLOSO
DECAP;6ª SEC;São Paulo;085 DP - Jardim Mirna;1;1;10374;1;2017;07/01/2017;218;2017;S.PAULO;101º D.P. JDIM IMBUIAS;DEL.SEC.6º SANTO AMARO;DECAP;07/01/2017;16:00:00;Comércio e serviços;RUA TERESA FARIAS ISASSI;25;-23,75715201;-46,67727399;Vítima;Masculino;35;15/09/1981;Parda;NULL;HOMICÍDIO DOLOSO
DECAP;6ª SEC;São Paulo;085 DP - Jardim Mirna;1;1;10349;1;2017;31/01/2017;415;2017;S.PAULO;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;DECAP;31/01/2017;12:40:00;Lazer e recreação;RUA IRMA MARIA LOURENCA;250;-23,76085115;-46,66701568;Vítima;Indefinido;NULL;NULL;Outros;NULL;HOMICÍDIO DOLOSO
DECAP;6ª SEC;São Paulo;085 DP - Jardim Mirna;;1;10349;1;2017;31/01/2017;415;2017;S.PAULO;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;DECAP;31/01/2017;12:40:00;Lazer e recreação;RUA IRMA MARIA LOURENCA;250;-23,76085115;-46,66701568;Vítima;Indefinido;NULL;NULL;Outros;NULL;HOMICÍDIO DOLOSO
DECAP;6ª SEC;São Paulo;092 DP - Parque Santo Antônio;1;1;10247;1;2017;05/01/2017;147;2017;S.PAULO;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;DECAP;05/01/2017;01:28:00;Via pública;RUA JOAO GASPAR;627;-23,6521626;-46,73603614;Vítima;Masculino;22;12/10/1994;Branca;NULL;HOMICÍDIO DOLOSO
DECAP;6ª SEC;São Paulo;092 DP - Parque Santo Antônio;1;1;10366;1;2017;13/01/2017;166;2017;S.PAULO;92º D.P. PQ. SANTO ANTONIO;DEL.SEC.6º SANTO AMARO;DECAP;13/01/2017;EM HORA INCERTA;Via pública;RUA CRISTOVAO MORALES;20;-23,65723431;-46,7440698;Vítima;Feminino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO
DECAP;6ª SEC;São Paulo;100 DP - Jardim Herculano;1;1;10247;1;2017;06/01/2017;179;2017;S.PAULO;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;DECAP;06/01/2017;00:10:00;Via pública;RUA JUNDIACANGA;21;-23,72779804;-46,76765672;Vítima;Masculino;NULL;NULL;Preta;NULL;HOMICÍDIO DOLOSO
DECAP;6ª SEC;São Paulo;100 DP - Jardim Herculano;1;1;10247;1;2017;11/01/2017;379;2017;S.PAULO;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;DECAP;11/01/2017;05:35:00;Via pública;RUA IGNACIO LIMAS;8;-23,69159313;-46,75645451;Vítima;Masculino;33;24/01/1983;Parda;LAVADOR;HOMICÍDIO DOLOSO
DECAP;6ª SEC;São Paulo;100 DP - Jardim Herculano;1;1;10247;1;2017;23/01/2017;842;2017;S.PAULO;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;DECAP;23/01/2017;04:00:00;Via pública;RUA MARIA DA CONCEICAO SIMOES;79;-23,72244934;-46,75016895;Vítima;Masculino;32;09/06/1984;Parda;NULL;HOMICÍDIO DOLOSO
DECAP;6ª SEC;São Paulo;100 DP - Jardim Herculano;;1;10247;1;2017;23/01/2017;842;2017;S.PAULO;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;DECAP;23/01/2017;04:00:00;Via pública;RUA MARIA DA CONCEICAO SIMOES;79;-23,72244934;-46,75016895;Vítima;Feminino;39;23/07/1977;Branca;NULL;HOMICÍDIO DOLOSO
DECAP;7ª SEC;São Paulo;032 DP - Itaquera;1;1;10326;1;2017;21/01/2017;551;2017;S.PAULO;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;DECAP;21/01/2017;07:15:00;Via pública;RUA ALDO GIANNINI;262;-23,51915046;-46,42864773;Vítima;Feminino;29;01/04/1987;Branca;ENFERMEIRO(A);HOMICÍDIO DOLOSO
DECAP;7ª SEC;São Paulo;059 DP - Jardim Noemia;1;1;20250;1;2017;09/01/2017;283;2017;S.PAULO;50º D.P. ITAIM PAULISTA;DEL.SEC.7º ITAQUERA;DECAP;09/01/2017;21:07:00;Via pública;RUA CLEMENTE MARTINS DE MATOS;94;-23,48644931;-46,39450692;Vítima;Masculino;30;16/09/1986;Preta;DESEMPREGADO;HOMICÍDIO DOLOSO
DECAP;7ª SEC;São Paulo;064 DP - Cidade A E Carvalho;1;1;20224;1;2017;12/01/2017;336;2017;S.PAULO;24º D.P. PONTE RASA;DEL.SEC.7º ITAQUERA;DECAP;11/01/2017;22:30:00;Via pública;RUA MAPIXI;21;-23,51543254;-46,45156557;Vítima;Feminino;31;19/06/1985;Branca;VIGILANTE;HOMICÍDIO DOLOSO
DECAP;8ª SEC;São Paulo;054 DP - Cidade Tiradentes;1;1;20249;1;2017;24/01/2017;859;2017;S.PAULO;49º D.P. SAO MATEUS;DEL.SEC.8º SAO MATEUS;DECAP;23/01/2017;21:01:00;Via pública;VIELA CAMINHO SANTIAGO;0;-23,57539311;-46,41171807;Vítima;Masculino;56;20/03/1960;Branca;NAO INFORMADA;HOMICÍDIO DOLOSO
DECAP;8ª SEC;São Paulo;066 DP - Vale do Aricanduva;1;1;10353;1;2017;12/01/2017;278;2017;S.PAULO;53º D.P. PARQUE DO CARMO;DEL.SEC.8º SAO MATEUS;DECAP;11/01/2017;23:49:00;Via pública;AVENIDA DOS LATINOS;27;-23,57328525;-46,49331866;Vítima;Masculino;30;26/11/1986;Branca;NULL;HOMICÍDIO DOLOSO
DECAP;8ª SEC;São Paulo;069 DP - Teotônio Vilela;1;1;10362;1;2017;26/01/2017;823;2017;S.PAULO;69º D.P. TEOTONIO VILELA;DEL.SEC.8º SAO MATEUS;DECAP;25/01/2017;23:30:00;Via pública;RUA CARLO CLAUSETTI;335;-23,60401511;-46,50057197;Vítima;Masculino;15;19/03/2001;Parda;ESTUDANTE;HOMICÍDIO DOLOSO
DECAP;8ª SEC;São Paulo;070 DP - Vila Ema;1;1;10362;1;2017;24/01/2017;755;2017;S.PAULO;69º D.P. TEOTONIO VILELA;DEL.SEC.8º SAO MATEUS;DECAP;24/01/2017;05:00:00;Via pública;RUA CACHOEIRA NOVA BANDEIRA;10;-23,61230517;-46,53618438;Vítima;Masculino;36;03/09/1980;Parda;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC Guaratinguetá;Cunha;DM - Cunha;;1;130202;1;2017;07/01/2017;16;2017;CUNHA;DEL.POL.CUNHA;DEL.SEC.GUARATINGUETA;DEINTER 1 - SAO JOSE DOS CAMPOS;07/01/2017;14:00:00;Via pública;RUA JOSE GALVÃO FREIRE;311;-23,08040003;-44,96132235;Vítima;Masculino;23;02/08/1993;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC Guaratinguetá;Cunha;DM - Cunha;1;1;130202;1;2017;07/01/2017;16;2017;CUNHA;DEL.POL.CUNHA;DEL.SEC.GUARATINGUETA;DEINTER 1 - SAO JOSE DOS CAMPOS;07/01/2017;14:00:00;Via pública;RUA JOSE GALVÃO FREIRE;311;-23,08040003;-44,96132235;Vítima;Masculino;32;17/03/1984;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC Guaratinguetá;Lorena;001 DP - Lorena;1;1;130204;1;2017;08/01/2017;56;2017;LORENA;DEL.POL.LORENA;DEL.SEC.GUARATINGUETA;DEINTER 1 - SAO JOSE DOS CAMPOS;08/01/2017;16:33:00;Via pública;ALAMEDA ARMÊNIO GOMES;0;-22,73242274;-45,09853488;Vítima;Masculino;19;04/01/1998;Branca;DESEMPREGADO;HOMICÍDIO DOLOSO
DEINTER 1;SEC Guaratinguetá;Lorena;002 DP - Lorena;1;1;130204;1;2017;25/01/2017;151;2017;LORENA;DEL.POL.LORENA;DEL.SEC.GUARATINGUETA;DEINTER 1 - SAO JOSE DOS CAMPOS;25/01/2017;00:25:00;Comércio e serviços;RUA SERGIPE;571;-22,74857702;-45,12412978;Vítima;Masculino;18;05/03/1998;Parda;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC Guaratinguetá;Piquete;DM - Piquete;1;1;130204;1;2017;30/01/2017;187;2017;PIQUETE;DEL.POL.LORENA;DEL.SEC.GUARATINGUETA;DEINTER 1 - SAO JOSE DOS CAMPOS;29/01/2017;23:21:00;Via pública;RUA MIGUEL P FERREIRA JUNIOR;0;-22,61057907;-45,18402933;Vítima;Masculino;16;04/08/2000;Branca;ESTUDANTE;HOMICÍDIO DOLOSO
DEINTER 1;SEC Jacareí;Jacareí;002 DP - Jacareí;1;1;130515;1;2017;05/01/2017;27;2017;JACAREI;DEL.SEC.JACAREI PLANTÃO;DEL.SEC.JACAREI;DEINTER 1 - SAO JOSE DOS CAMPOS;05/01/2017;00:17:00;Rodovia/Estrada;RODOVIA SP 065;1;-23,34713569;-46,02017786;Vítima;Masculino;20;26/07/1996;Branca;DESEMPREGADO(A);HOMICÍDIO DOLOSO
DEINTER 1;SEC São José Campos;Caçapava;DM - Caçapava;1;1;130323;1;2017;06/01/2017;63;2017;CACAPAVA;DEL.POL.CAÇAPAVA;DEL.SEC.S.JOSÉ DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;06/01/2017;02:45:00;Via pública;RUA OITO;15;-23,11255233;-45,63320613;Vítima;Masculino;20;11/03/1996;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC São José Campos;São José dos Campos;006 DP - São Jose dos Campos;1;1;130312;1;2017;15/01/2017;298;2017;S.JOSE DOS CAMPOS;03º D.P. S.JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;15/01/2017;EM HORA INCERTA;Area não ocupada;RUA TREZE;281;-23,21521711;-45,85134123;Vítima;Feminino;NULL;NULL;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC São José Campos;São José dos Campos;006 DP - São Jose dos Campos;1;1;130312;1;2017;28/01/2017;549;2017;S.JOSE DOS CAMPOS;03º D.P. S.JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;28/01/2017;18:34:00;Unidade rural;ESTRADA DO CAPAO GROSSO;2400;-23,18403457;-45,76893399;Vítima;Masculino;27;14/01/1990;Parda;ESTUDANTE;HOMICÍDIO DOLOSO
DEINTER 1;SEC São Sebastião;Caraguatatuba;002 DP - Caraguatatuba;1;1;40301;1;2017;08/01/2017;172;2017;CARAGUATATUBA;DEL.POL.CARAGUATATUBA;DEL.SEC.S.SEBASTIAO;DEINTER 1 - SAO JOSE DOS CAMPOS;07/01/2017;A NOITE;Via pública;RUA ANTÔNIO HENRIQUE DE MESQUITA;0;-23,60952014;-45,38350435;Vítima;Masculino;47;21/06/1969;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC São Sebastião;Ubatuba;DM - Ubatuba;1;1;40304;1;2017;01/01/2017;6;2017;UBATUBA;DEL.POL.UBATUBA;DEL.SEC.S.SEBASTIAO;DEINTER 1 - SAO JOSE DOS CAMPOS;01/01/2017;EM HORA INCERTA;Saúde;PRAIA GRANDE;99999;-23,43533947;-45,07763214;Vítima;Masculino;NULL;NULL;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC São Sebastião;Ubatuba;DM - Ubatuba;1;1;40304;1;2017;11/01/2017;238;2017;UBATUBA;DEL.POL.UBATUBA;DEL.SEC.S.SEBASTIAO;DEINTER 1 - SAO JOSE DOS CAMPOS;11/01/2017;13:00:00;Via pública;ESTRADA DA FOLHA SECA;0;-23,48130676;-45,07337777;Vítima;Masculino;21;15/11/1995;Outros;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC São Sebastião;Ubatuba;DM - Ubatuba;1;1;40304;1;2017;13/01/2017;283;2017;UBATUBA;DEL.POL.UBATUBA;DEL.SEC.S.SEBASTIAO;DEINTER 1 - SAO JOSE DOS CAMPOS;13/01/2017;06:00:00;Via pública;RUA EMÍLIO LUÍS DE DEUS;737;-23,52960097;-45,2571116;Vítima;Masculino;44;25/06/1972;Preta;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC São Sebastião;Ubatuba;DM - Ubatuba;1;1;40304;1;2017;15/01/2017;333;2017;UBATUBA;DEL.POL.UBATUBA;DEL.SEC.S.SEBASTIAO;DEINTER 1 - SAO JOSE DOS CAMPOS;15/01/2017;10:30:00;Via pública;AVENIDA PROFESSOR TOMÁS GALHARDO;0;-23,43562147;-45,07225606;Vítima;Masculino;37;30/12/1979;Parda;AJUDANTE GERAL;HOMICÍDIO DOLOSO
DEINTER 1;SEC Taubaté;Campos do Jordão;001 DP - Campos do Jordão;1;1;130415;1;2017;25/01/2017;121;2017;CAMPOS DO JORDAO;DEL.POL.CAMPOS DO JORDÃO;DEL.SEC.TAUBATÉ;DEINTER 1 - SAO JOSE DOS CAMPOS;14/01/2017;12:20:00;Via pública;AVENIDA FREI ORESTES GIRARDI;100;-22,71929972;-45,56476588;Vítima;Masculino;23;05/08/1993;Preta;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC Taubaté;Pindamonhangaba;001 DP - Pindamonhangaba;1;1;130517;1;2017;21/01/2017;119;2017;PINDAMONHANGABA;DEL.POL.PLANTÃO PINDA;DEL.SEC.TAUBATÉ;DEINTER 1 - SAO JOSE DOS CAMPOS;21/01/2017;06:56:00;Via pública;RUA GEN JÚLIO SALGADO;578;-22,92598748;-45,4542757;Vítima;Masculino;17;04/05/1999;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC Taubaté;Pindamonhangaba;002 DP - Pindamonhangaba;1;1;130517;1;2017;14/01/2017;75;2017;PINDAMONHANGABA;DEL.POL.PLANTÃO PINDA;DEL.SEC.TAUBATÉ;DEINTER 1 - SAO JOSE DOS CAMPOS;14/01/2017;16:45:00;Unidade rural;RUA JOAQUIM RAMOS DA SILVA;60;-22,89023887;-45,38923898;Vítima;Masculino;64;20/11/1952;Parda;CATADOR MATERIAL RECICLAVEL;HOMICÍDIO DOLOSO
DEINTER 1;SEC Taubaté;Taubaté;004 DP - Taubaté;1;1;130516;1;2017;08/01/2017;101;2017;TAUBATE;DEL.SEC.TAUBATE PLANTÃO;DEL.SEC.TAUBATÉ;DEINTER 1 - SAO JOSE DOS CAMPOS;08/01/2017;07:55:00;Via pública;ESTRADA MUNICIPAL EMA GADIOLI VAQUELI;0;-23,03156699;-45,61911944;Vítima;Masculino;NULL;NULL;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC Taubaté;Tremembé;DM - Tremembé;1;1;130411;1;2017;10/01/2017;58;2017;TREMEMBE;DEL.POL.TREMEMBE;DEL.SEC.TAUBATÉ;DEINTER 1 - SAO JOSE DOS CAMPOS;09/01/2017;22:43:00;Via pública;AVENIDA AUDRA;0;-22,96222115;-45,55240685;Vítima;Masculino;NULL;NULL;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 1;SEC Taubaté;Tremembé;DM - Tremembé;;1;130516;1;2017;08/01/2017;102;2017;TREMEMBE;DEL.SEC.TAUBATE PLANTÃO;DEL.SEC.TAUBATÉ;DEINTER 1 - SAO JOSE DOS CAMPOS;08/01/2017;06:00:00;Restaurante e afins;AVENIDA AGOSTINHO MANFREDINE;2140;-22,98646624;-45,55920018;Vítima;Masculino;19;28/08/1997;Branca;OFFICE-BOY;HOMICÍDIO DOLOSO
