DEPARTAMENTO_CIRC;SECCIONAL - CIRCUNSCRICAO;MUNICIPIO - CIRCUNSCRICAO;DP - CIRCUNSCRICAO ;HD;Nº DE VÍT HD;ID_DELEGACIA;mês;ANO ESTATISTICA;DATAHORA_REGISTRO_BO;NUM_BO;ANO_BO;CIDADE;DP_ELABORACAO;SEC_ELABORACAO;DEP_ELABORACAO;DATA_FATO;HORA_FATO;DESC_TIPOLOCAL;LOGRADOURO;NUMERO_LOGRADOURO;LATITUDE;LONGITUDE;TIPO_PESSOA;SEXO_PESSOA;IDADE_PESSOA;DATA_NASCIMENTO_PESSOA;COR_PELE;PROFISSAO;NATUREZA_APURADA
DEINTER 7;SEC Botucatu;Itatinga;DM - Itatinga;1;1;120207;2;2017;12/02/2017;86;2017;ITATINGA;DEL.POL.ITATINGA;DEL.SEC.BOTUCATU;DEINTER 7 - SOROCABA;11/02/2017;19:30:00;Unidade rural;ESTRADA ITATINGA X BALSA;0;-23,10447223;-48,61161703;Vítima;Masculino;33;21/06/1983;Branca;AUTONOMO(A);HOMICÍDIO DOLOSO
DEINTER 7;SEC Itapetininga;Boituva;DM - Boituva;1;1;120312;2;2017;01/02/2017;275;2017;BOITUVA;DEL.POL.BOITUVA;DEL.SEC.ITAPETININGA;DEINTER 7 - SOROCABA;01/02/2017;20:40:00;Condominio Comercial;RODOVIA RODOVIA SP 129;13001;-23,28733176;-47,66837641;Vítima;Masculino;38;10/09/1978;Branca;OPERADOR DE MAQUINA;HOMICÍDIO DOLOSO
DEINTER 7;SEC Itapetininga;Itapetininga;001 DP - Itapetininga;1;1;120300;2;2017;18/02/2017;356;2017;ITAPETININGA;DEL.SEC.ITAPETININGA;DEL.SEC.ITAPETININGA;DEINTER 7 - SOROCABA;18/02/2017;A TARDE;Templo e afins;RUA NISHIMBO DO BRASIL;1504;-23,58760304;-48,06870473;Vítima;Feminino;66;07/03/1950;Branca;PENSIONISTA;HOMICÍDIO DOLOSO
DEINTER 7;SEC Itapetininga;Itapetininga;001 DP - Itapetininga;1;1;120300;2;2017;23/02/2017;384;2017;ITAPETININGA;DEL.SEC.ITAPETININGA;DEL.SEC.ITAPETININGA;DEINTER 7 - SOROCABA;23/02/2017;00:46:00;Via pública;RUA CORONEL FERNANDO PRESTES;0;-23,58662868;-48,04802744;Vítima;Feminino;53;23/01/1964;Branca;CONTADOR(A);HOMICÍDIO DOLOSO
DEINTER 7;SEC Itapetininga;Tatuí;002 DP - Tatuí;1;1;120609;2;2017;19/02/2017;729;2017;TATUI;DEL.POL.PLANTÃO TATUI;DEL.SEC.ITAPETININGA;DEINTER 7 - SOROCABA;11/02/2017;11:00:00;Saúde;RUA MANECO PEREIRA;299;-23,35173483;-47,84494352;Vítima;Masculino;33;03/08/1983;Parda;NULL;HOMICÍDIO DOLOSO
DEINTER 7;SEC Itapetininga;Tatuí;DM - Tatuí;1;1;120609;2;2017;15/02/2017;772;2017;TATUI;DEL.POL.PLANTÃO TATUI;DEL.SEC.ITAPETININGA;DEINTER 7 - SOROCABA;15/02/2017;01:40:00;Saúde;RUA MANECO PEREIRA;500;-23,35271305;-47,84663281;Vítima;Masculino;39;29/10/1977;Parda;SERVENTE;HOMICÍDIO DOLOSO
DEINTER 7;SEC Sorocaba;Ibiúna;DM - Ibiúna;1;1;120505;2;2017;28/02/2017;600;2017;IBIUNA;DEL.POL.IBIÚNA;DEL.SEC.SOROCABA;DEINTER 7 - SOROCABA;27/02/2017;22:30:00;Via pública;TRAVESSA LEODORO RODRIGUES DA SILVA;305;-23,67593822;-47,30823936;Vítima;Masculino;48;03/03/1968;Parda;JARDINEIRO(A);HOMICÍDIO DOLOSO
DEINTER 7;SEC Sorocaba;Iperó;DM - Iperó;1;1;120506;2;2017;20/02/2017;190;2017;IPERO;DEL.POL.IPERÓ;DEL.SEC.SOROCABA;DEINTER 7 - SOROCABA;20/02/2017;EM HORA INCERTA;Via pública;RUA PATEO DA ESTAÇÃO;209;-23,35140611;-47,68968934;Vítima;Masculino;NULL;NULL;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 7;SEC Sorocaba;Salto;001 DP - Salto;1;1;120512;2;2017;08/02/2017;314;2017;SALTO;DEL.POL.SALTO;DEL.SEC.SOROCABA;DEINTER 7 - SOROCABA;08/02/2017;18:20:00;Unidade rural;FAZENDA PESQUEIRO PORTUGUES;0;-23,19784676;-47,28450839;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO
DEINTER 7;SEC Sorocaba;Salto;002 DP - Salto;1;1;120512;2;2017;20/02/2017;405;2017;SALTO;DEL.POL.SALTO;DEL.SEC.SOROCABA;DEINTER 7 - SOROCABA;20/02/2017;A TARDE;Area não ocupada;AVENIDA VICENTE SCHIVITARO;100;-23,20984813;-47,29328313;Vítima;Feminino;29;27/03/1987;Parda;DESEMPREGADO;HOMICÍDIO DOLOSO
DEINTER 7;SEC Sorocaba;Salto de Pirapora;DM - Salto de Pirapora;1;1;120513;2;2017;17/02/2017;152;2017;SALTO DE PIRAPORA;DEL.POL.SALTO DE PIRAPORA;DEL.SEC.SOROCABA;DEINTER 7 - SOROCABA;17/02/2017;20:00:00;Via pública;RUA LEANDRO MUNIZ;140;-23,66104143;-47,58518122;Vítima;Masculino;36;27/10/1980;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 7;SEC Sorocaba;Sorocaba;003 DP - Sorocaba;1;1;120500;2;2017;12/02/2017;585;2017;SOROCABA;DEL.SEC.SOROCABA;DEL.SEC.SOROCABA;DEINTER 7 - SOROCABA;11/02/2017;22:45:00;Via pública;AVENIDA BENTO MASCARENHAS JEQUITINHONHA;751;-23,50210314;-47,47237998;Autor/Vitima;Masculino;NULL;NULL;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 7;SEC Sorocaba;Sorocaba;003 DP - Sorocaba;1;1;120607;2;2017;14/02/2017;2262;2017;SOROCABA;PLANTÃO DE SOROCABA - Z. NORTE;DEL.SEC.SOROCABA;DEINTER 7 - SOROCABA;14/02/2017;15:00:00;Comércio e serviços;AVENIDA WASHIGNTON LUÍS;276;-23,51234403;-47,45884415;Autor/Vitima;Masculino;20;23/03/1996;Parda;NULL;HOMICÍDIO DOLOSO
DEINTER 7;SEC Sorocaba;Sorocaba;009 DP - Sorocaba;1;1;120607;2;2017;22/02/2017;2564;2017;SOROCABA;PLANTÃO DE SOROCABA - Z. NORTE;DEL.SEC.SOROCABA;DEINTER 7 - SOROCABA;21/02/2017;22:32:00;Via pública;RUA ESTADO DE ISRAEL;340;-23,50424772;-47,51158689;Vítima;Masculino;23;29/04/1993;Parda;ENCANADOR(A);HOMICÍDIO DOLOSO
DEINTER 8;SEC Adamantina;Osvaldo Cruz;001 DP - Osvaldo Cruz;1;1;90626;2;2017;09/02/2017;74;2017;OSVALDO CRUZ;DEL.POL.PLANTÃO OSVALDO CRUZ;DEL.SEC.ADAMANTINA;DEINTER 8 - PRESIDENTE PRUDENTE;09/02/2017;EM HORA INCERTA;Via pública;AVENIDA ESTADOS UNIDOS;225;-21,79015375;-50,88798236;Vítima;Masculino;28;12/03/1988;Branca;MONTADOR(A);HOMICÍDIO DOLOSO
DEINTER 8;SEC Presidente Prudente;Presidente Prudente;001 DP - Presidente Prudente;1;1;90200;2;2017;09/02/2017;1458;2017;PRESIDENTE PRUDENTE;DEL.SEC.PRES. PRUDENTE;DEL.SEC.PRESIDENTE PRUDENTE;DEINTER 8 - PRESIDENTE PRUDENTE;09/02/2017;07:45:00;Area não ocupada;AVENIDA TANCREDO NEVES;1084;-22,13272982;-51,37288316;Vítima;Masculino;33;17/04/1983;Parda;DESEMPREGADO;HOMICÍDIO DOLOSO
DEINTER 8;SEC Presidente Venceslau;Mirante do Paranapanema;DM - Mir. Paranapanema;1;1;90303;2;2017;27/02/2017;258;2017;MIRANTE PARANAPANEMA;DEL.POL.MIRANTE PARANAPANEMA;DEL.SEC.PRESIDENTE VENCESLAU;DEINTER 8 - PRESIDENTE PRUDENTE;26/02/2017;18:55:00;Via pública;RUA CARLA LIMA DOS SANTOS;0;-22,28781063;-51,91044403;Vítima;Masculino;41;29/12/1975;Branca;TRABALHADOR RURAL;HOMICÍDIO DOLOSO
DEINTER 9;SEC Americana;Cosmópolis;DM - Cosmópolis;1;1;70311;2;2017;20/02/2017;731;2017;COSMOPOLIS;DEL.POL.COSMÓPOLIS;DEL.SEC.AMERICANA;DEINTER 9 - PIRACICABA;20/02/2017;20:00:00;Via pública;RUA LUÍS STRAZACAPA;0;-22,63589747;-47,19784729;Vítima;Masculino;NULL;NULL;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 9;SEC Americana;Hortolândia;001 DP - Hortolândia;1;1;70357;2;2017;02/02/2017;283;2017;HORTOLANDIA;DEL.POL.HORTOLÂNDIA;DEL.SEC.AMERICANA;DEINTER 9 - PIRACICABA;02/02/2017;08:08:00;Area não ocupada;RUA BEIJA FLORES;0;-22,86892319;-47,20047184;Vítima;Masculino;22;08/06/1994;Parda;AJUDANTE GERAL;HOMICÍDIO DOLOSO
DEINTER 9;SEC Americana;Hortolândia;001 DP - Hortolândia;1;1;70357;2;2017;23/02/2017;479;2017;HORTOLANDIA;DEL.POL.HORTOLÂNDIA;DEL.SEC.AMERICANA;DEINTER 9 - PIRACICABA;23/02/2017;08:45:00;Area não ocupada;RUA MISSISSIPI;0;-22,86892319;-47,20047184;Vítima;Masculino;NULL;NULL;Outros;NULL;HOMICÍDIO DOLOSO
DEINTER 9;SEC Americana;Hortolândia;DM - Hortolândia;1;1;70928;2;2017;19/02/2017;483;2017;HORTOLANDIA;DEL.POL.PLANTÃO HORTOLÂNDIA;DEL.SEC.AMERICANA;DEINTER 9 - PIRACICABA;19/02/2017;21:16:00;Via pública;RUA JOÃO RIBEIRO EVANGELISTA;212;-22,86826223;-47,22411607;Vítima;Masculino;27;15/07/1989;Parda;FUNILEIRO(A);HOMICÍDIO DOLOSO
DEINTER 9;SEC Americana;Monte Mor;DM - Monte Mor;1;1;70330;2;2017;19/02/2017;420;2017;MONTE MOR;DEL.POL.MONTE MOR;DEL.SEC.AMERICANA;DEINTER 9 - PIRACICABA;18/02/2017;23:15:00;Via pública;RUA : NATALINO FERREIRA LEME;0;-22,94641367;-47,31751651;Vítima;Masculino;43;02/11/1973;Parda;PEDREIRO;HOMICÍDIO DOLOSO
DEINTER 9;SEC Americana;Santa Bárbara D'Oeste;002 DP - Sta. Barbara do Oeste;1;1;70925;2;2017;11/02/2017;323;2017;S.BARBARA D OESTE;DEL.POL.PLANTÃO S.BARB.DOESTE;DEL.SEC.AMERICANA;DEINTER 9 - PIRACICABA;11/02/2017;21:40:00;Via pública;RUA LITUANIA;235;-22,74806708;-47,37182908;Vítima;Masculino;30;03/06/1986;Branca;AUTONOMO(A);HOMICÍDIO DOLOSO
DEINTER 9;SEC Americana;Sumaré;001 DP - Sumaré;1;1;70340;2;2017;24/02/2017;415;2017;SUMARE;01º D.P. SUMARE;DEL.SEC.AMERICANA;DEINTER 9 - PIRACICABA;24/02/2017;08:00:00;Serviços e bens públicos;ESTRADA TEODOR CONDIEV;0;-22,82393369;-47,26993471;Vítima;Masculino;NULL;NULL;Branca;NULL;HOMICÍDIO DOLOSO
DEINTER 9;SEC Americana;Sumaré;001 DP - Sumaré;1;1;70926;2;2017;19/02/2017;571;2017;SUMARE;DEL.POL.PLANTÃO SUMARE;DEL.SEC.AMERICANA;DEINTER 9 - PIRACICABA;19/02/2017;EM HORA INCERTA;Estrada de ferro;RUA GUILHERME MLE;136;-22,82695739;-47,26100482;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO
DEINTER 9;SEC Rio Claro;Torrinha;DM - Torrinha;1;1;70612;2;2017;11/02/2017;68;2017;TORRINHA;DEL.POL.TORRINHA;DEL.SEC.RIO CLARO;DEINTER 9 - PIRACICABA;11/02/2017;19:20:00;Via pública;RUA JOSÉ CLEMENTE NETO;190;-22,43065262;-48,17036902;Vítima;Masculino;31;25/05/1985;Branca;AUXILIAR DE SERVIÇOS GERAIS;HOMICÍDIO DOLOSO
DEINTER 9;SEC São João Boa Vista;Aguaí;DM - Aguaí;1;1;70701;2;2017;03/02/2017;242;2017;AGUAI;DEL.POL.AGUAI;DEL.SEC.S.JOÃO DA BOA VISTA;DEINTER 9 - PIRACICABA;03/02/2017;10:00:00;Via pública;RODOVIA SP 344 KM 202 - SENTIDO MOGI-GUA;1;-22,05725832;-46,97949198;Vítima;Feminino;22;14/05/1994;Branca;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Carapicuíba;Barueri;001 DP - Barueri;1;1;30441;2;2017;24/02/2017;380;2017;BARUERI;01º D.P. BARUERI;DEL.SEC.CARAPICUIBA;DEMACRO;24/02/2017;14:00:00;Comércio e serviços;ESTRADA VELHA DE ITAPEVI;3500;-23,52342379;-46,87525858;Vítima;Masculino;62;28/06/1954;Parda;COMERCIANTE;HOMICÍDIO DOLOSO
DEMACRO;SEC Carapicuíba;Barueri;001 DP - Barueri;1;1;30401;2;2017;05/02/2017;628;2017;BARUERI;DEL.POL.BARUERI;DEL.SEC.CARAPICUIBA;DEMACRO;04/02/2017;A NOITE;Via pública;RUA GONÇALVES DIAS;148;-23,52951615;-46,88567543;Vítima;Masculino;17;03/06/1999;Parda;ESTUDANTE;HOMICÍDIO DOLOSO
DEMACRO;SEC Carapicuíba;Barueri;002 DP - de Barueri;1;1;30609;2;2017;03/02/2017;310;2017;BARUERI;02º D.P. BARUERI;DEL.SEC.CARAPICUIBA;DEMACRO;03/02/2017;06:30:00;Via pública;RUA JUSSARA;1;-23,50870791;-46,82994166;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Carapicuíba;Carapicuíba;002 DP - Carapicuiba;1;1;30432;2;2017;03/02/2017;265;2017;CARAPICUIBA;02º D.P. CARAPICUIBA;DEL.SEC.CARAPICUIBA;DEMACRO;03/02/2017;15:20:00;Via pública;ESTRADA ALDEINHA;0;-23,5693171;-46,83112527;Vítima;Masculino;23;22/05/1993;Parda;DESEMPREGADO;HOMICÍDIO DOLOSO
DEMACRO;SEC Carapicuíba;Carapicuíba;003 DP - Carapicuiba;1;1;30427;2;2017;05/02/2017;1017;2017;CARAPICUIBA;01º D.P. CARAPICUIBA;DEL.SEC.CARAPICUIBA;DEMACRO;05/02/2017;11:45:00;Saúde;RUA DA PEDREIRA;95;-23,53457632;-46,83045155;Vítima;Masculino;28;30/10/1988;Branca;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Carapicuíba;Itapevi;DM - Itapevi;1;1;30407;2;2017;04/02/2017;862;2017;ITAPEVI;DEL.POL.ITAPEVI;DEL.SEC.CARAPICUIBA;DEMACRO;04/02/2017;04:00:00;Via pública;RUA SERRA DOS GRADAUS;0;-23,5591251;-46,9277501;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Carapicuíba;Itapevi;DM - Itapevi;1;1;30407;2;2017;19/02/2017;1277;2017;ITAPEVI;DEL.POL.ITAPEVI;DEL.SEC.CARAPICUIBA;DEMACRO;19/02/2017;20:40:00;Via pública;RUA MISSIONARIO MANOEL DE MELO;16;-23,53486895;-46,97560238;Vítima;Masculino;40;19/11/1976;Parda;VENDEDOR(A);HOMICÍDIO DOLOSO
DEMACRO;SEC Carapicuíba;Jandira;DM - Jandira;1;1;30408;2;2017;05/02/2017;424;2017;JANDIRA;DEL.POL.JANDIRA;DEL.SEC.CARAPICUIBA;DEMACRO;05/02/2017;00:03:00;Via pública;RUA QUINCAS BERRO D'ÁGUA;1;-23,5469648;-46,90282504;Vítima;Masculino;20;23/01/1997;Parda;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Carapicuíba;Jandira;DM - Jandira;1;1;30408;2;2017;16/02/2017;587;2017;JANDIRA;DEL.POL.JANDIRA;DEL.SEC.CARAPICUIBA;DEMACRO;16/02/2017;21:25:00;Via pública;RUA SANTO ANDRÉ;264;-23,546123;-46,90037352;Vítima;Masculino;54;09/11/1962;Branca;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Carapicuíba;Jandira;DM - Jandira;1;1;30408;2;2017;28/02/2017;764;2017;JANDIRA;DEL.POL.JANDIRA;DEL.SEC.CARAPICUIBA;DEMACRO;28/02/2017;18:10:00;Via pública;RUA RODRIGO GOMES MARIANO;70;-23,5423686;-46,91476114;Vítima;Masculino;24;13/11/1992;Parda;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Carapicuíba;Jandira;DM - Jandira;1;1;30408;2;2017;01/03/2017;766;2017;JANDIRA;DEL.POL.JANDIRA;DEL.SEC.CARAPICUIBA;DEMACRO;28/02/2017;21:40:00;Via pública;RUA NICOLAU MAYEVSKI;662;-23,54037943;-46,89671925;Vítima;Masculino;18;16/11/1998;Parda;ESTUDANTE;HOMICÍDIO DOLOSO
DEMACRO;SEC Carapicuíba;Jandira;DM - Jandira;;1;30408;2;2017;01/03/2017;766;2017;JANDIRA;DEL.POL.JANDIRA;DEL.SEC.CARAPICUIBA;DEMACRO;28/02/2017;21:40:00;Via pública;RUA NICOLAU MAYEVSKI;662;-23,54037943;-46,89671925;Vítima;Masculino;18;21/12/1998;Branca;TORNEIRO(A) MECANICO;HOMICÍDIO DOLOSO
DEMACRO;SEC Carapicuíba;Pirapora do Bom Jesus;DM - Pirapora do Bom Jesus;1;1;30415;2;2017;13/02/2017;496;2017;PIRAPORA DO BOM JESUS;DEL.POL.SANTANA DE PARNAIBA;DEL.SEC.CARAPICUIBA;DEMACRO;13/02/2017;17:33:00;Via pública;RUA ORLANDO BUCCI;0;-23,41401502;-46,98326348;Vítima;Masculino;22;08/05/1994;Preta;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Diadema;Diadema;003 DP - Diadema;1;1;30127;2;2017;26/02/2017;961;2017;DIADEMA;03º D.P. DIADEMA;DEL.SEC.DIADEMA;DEMACRO;26/02/2017;08:00:00;Via pública;TRAVESSA BOA VIAGEM;39;-23,67191733;-46,60093932;Vítima;Masculino;34;30/05/1982;Parda;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Diadema;Diadema;004 DP - Diadema;1;1;30129;2;2017;23/02/2017;553;2017;DIADEMA;04º D.P. DIADEMA;DEL.SEC.DIADEMA;DEMACRO;23/02/2017;06:10:00;Comércio e serviços;RUA CACHALOTE;506;-23,72644792;-46,62173859;Vítima;Masculino;63;13/12/1953;Preta;COMERCIANTE;HOMICÍDIO DOLOSO
DEMACRO;SEC Diadema;Diadema;004 DP - Diadema;1;1;30122;2;2017;12/02/2017;912;2017;DIADEMA;01º D.P. DIADEMA;DEL.SEC.DIADEMA;DEMACRO;12/02/2017;10:20:00;Area não ocupada;AVENIDA DOS PEREIRAS;200;-23,73059371;-46,6234363;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Arujá;DM - Aruja;1;1;30201;2;2017;26/02/2017;718;2017;ARUJA;DEL.POL.ARUJA;DEL.SEC.GUARULHOS;DEMACRO;26/02/2017;18:00:00;Via pública;RUA MILTON FERREIRA FRANCO;540;-23,38519123;-46,32721764;Vítima;Masculino;41;16/01/1976;Branca;MOTORISTA;HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;002 DP - Guarulhos;1;1;30207;2;2017;01/02/2017;509;2017;GUARULHOS;02º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;01/02/2017;07:40:00;Via pública;AVENIDA BENJAMIN HARRIS HUNICUTT;1000;-23,43770809;-46,53782654;Vítima;Masculino;40;NULL;Outros;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;002 DP - Guarulhos;1;1;30207;2;2017;04/02/2017;577;2017;GUARULHOS;02º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;04/02/2017;16:00:00;Area não ocupada;RODOVIA PRESIDENTE DUTRA (BR 116);227;-23,49825274;-46,55948199;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;002 DP - Guarulhos;1;1;30207;2;2017;12/02/2017;729;2017;GUARULHOS;02º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;12/02/2017;13:45:00;Via pública;RUA RIO GRANDE;620;-23,45035029;-46,56102289;Vítima;Masculino;35;05/05/1981;Parda;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;002 DP - Guarulhos;1;1;30207;2;2017;16/02/2017;795;2017;GUARULHOS;02º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;16/02/2017;00:50:00;Restaurante e afins;RUA VISCONDE DE CAIRÚ;412;-23,43303933;-46,55206161;Vítima;Masculino;31;05/04/1985;Parda;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;002 DP - Guarulhos;1;1;30207;2;2017;18/02/2017;828;2017;GUARULHOS;02º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;18/02/2017;09:11:00;Via pública;ESTRADA DO CABUÇU;300;-23,42499926;-46,56439277;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;004 DP - Guarulhos;1;1;30212;2;2017;16/02/2017;1049;2017;GUARULHOS;04º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;15/02/2017;23:27:00;Via pública;RUA CINCO A;36;-23,45375287;-46,40651544;Vítima;Masculino;20;26/05/1996;Parda;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;004 DP - Guarulhos;1;1;30212;2;2017;28/02/2017;1298;2017;GUARULHOS;04º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;28/02/2017;22:10:00;Via pública;RUA FELISBURGO;95;-23,4378262;-46,42106569;Vítima;Masculino;31;12/05/1985;Branca;MOTORISTA;HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;006 DP - Guarulhos;1;1;30216;2;2017;02/02/2017;248;2017;GUARULHOS;06º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;02/02/2017;16:36:00;Area não ocupada;RUA ANTÔNIO MOLINA GARCÍA;135;-23,4638623;-46,5087169;Vítima;Indefinido;NULL;NULL;Outros;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;007 DP - Guarulhos;1;1;30217;2;2017;01/02/2017;818;2017;GUARULHOS;07º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;31/01/2017;22:20:00;Saúde;ALAMEDA DOS LÍRIOS;300;-23,44870202;-46,49525681;Vítima;Masculino;35;17/10/1981;Parda;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;007 DP - Guarulhos;1;1;30217;2;2017;03/02/2017;885;2017;GUARULHOS;07º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;03/02/2017;16:30:00;Via pública;RUA MARIA ELIZA SILVA;121;-23,40659522;-46,47066879;Vítima;Masculino;42;15/08/1974;Parda;VIDRACEIRO(A);HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;008 DP - Guarulhos;1;1;30212;2;2017;09/02/2017;909;2017;GUARULHOS;04º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;08/02/2017;23:40:00;Via pública;RUA DOUTOR VITAL BRASIL;631;-23,45683584;-46,46421524;Vítima;Masculino;51;12/03/1965;Parda;OPERADOR(A);HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;009 DP - Guarulhos;1;1;30221;2;2017;23/02/2017;471;2017;GUARULHOS;09º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;23/02/2017;10:09:00;Via pública;ESTRADA ELENCO;2900;-23,40561958;-46,47838343;Vítima;Indefinido;NULL;NULL;Outros;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;009 DP - Guarulhos;;1;30221;2;2017;23/02/2017;471;2017;GUARULHOS;09º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;23/02/2017;10:09:00;Via pública;ESTRADA ELENCO;2900;-23,40561958;-46,47838343;Vítima;Indefinido;NULL;NULL;Outros;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;009 DP - Guarulhos;1;1;30217;2;2017;07/02/2017;995;2017;GUARULHOS;07º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;07/02/2017;22:58:00;Centro Comerc./Empresarial;RUA SÃO SEBASTIÃO DA BOA VISTA;310;-23,42218544;-46,49450966;Vítima;Masculino;50;02/02/1967;Parda;DESEMPREGADO;HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;009 DP - Guarulhos;1;1;30217;2;2017;19/02/2017;1316;2017;GUARULHOS;07º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;19/02/2017;00:30:00;Via pública;AVENIDA SILVESTRE PÍRES DE FREITAS;1872;-23,41609075;-46,50752471;Vítima;Masculino;21;28/08/1995;Branca;DESEMPREGADO(A);HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;009 DP - Guarulhos;1;1;30217;2;2017;19/02/2017;1317;2017;GUARULHOS;07º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;19/02/2017;00:20:00;Via pública;AVENIDA PALMIRA ROSSI;653;-23,40160905;-46,51959438;Vítima;Masculino;18;04/09/1998;Branca;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;009 DP - Guarulhos;;1;30217;2;2017;19/02/2017;1317;2017;GUARULHOS;07º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;19/02/2017;00:20:00;Via pública;AVENIDA PALMIRA ROSSI;653;-23,40160905;-46,51959438;Vítima;Masculino;16;13/08/2000;Branca;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Guarulhos;Guarulhos;009 DP - Guarulhos;1;1;30217;2;2017;24/02/2017;1530;2017;GUARULHOS;07º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;24/02/2017;PELA MANHÃ;Via pública;ESTRADA DO TANQUE GRANDE;1980;-23,36999595;-46,47772743;Vítima;Indefinido;NULL;NULL;Outros;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Mogi das Cruzes;Ferraz de Vasconcelos;DM - Ferraz de Vasconcelos;1;1;30302;2;2017;01/02/2017;445;2017;FERRAZ DE VASCONCELOS;DEL.POL.FERRAZ DE VASCONCELOS;DEL.SEC.MOGI DAS CRUZES;DEMACRO;01/02/2017;A TARDE;Via pública;ESTRADA DO PAIOL;1;-23,54246945;-46,36941142;Vítima;Masculino;NULL;NULL;Preta;NULL;HOMICÍDIO DOLOSO
DEMACRO;SEC Mogi das Cruzes;Poá;DM - Poá;;1;30315;2;2017;15/02/2017;63;2017;POA;SETOR HOM.SEC. MOGI CRUZES;DEL.SEC.MOGI DAS CRUZES;DEMACRO;15/02/2017;07:20:00;Via pública;RUA JORGE TOME;80;-23,54737544;-46,35313689;Vítima;Masculino;58;14/10/1958;Branca;NULL;HOMICÍDIO DOLOSO
